video,dash_start_ms,dash_start_ts,interval_start_ms,interval_start_ts,interval_end_ms,interval_end_ts,start_frame,end_frame,completion_frame,completion_ms,completion_ts
training video 65 09-01.mp4,180783.3,3:00:783,180733.3,3:00:733,181216.7,3:01:217,10844,10873,10874,181233.3,3:01:233
training video 65 09-01.mp4,181166.7,3:01:167,181116.7,3:01:117,181600.0,3:01:600,10867,10896,10897,181616.7,3:01:617
training video 65 09-01.mp4,185550.0,3:05:550,185500.0,3:05:500,185983.3,3:05:983,11130,11159,11160,186000.0,3:06:000
training video 65 09-01.mp4,186266.7,3:06:267,186216.7,3:06:217,186700.0,3:06:700,11173,11202,11203,186716.7,3:06:717
training video 65 09-01.mp4,186733.3,3:06:733,186683.3,3:06:683,187166.7,3:07:167,11201,11230,11231,187183.3,3:07:183
training video 65 09-01.mp4,225216.7,3:45:217,225166.7,3:45:167,225650.0,3:45:650,13510,13539,13540,225666.7,3:45:667
training video 65 09-01.mp4,225866.7,3:45:867,225816.7,3:45:817,226300.0,3:46:300,13549,13578,13579,226316.7,3:46:317
training video 65 09-01.mp4,226733.3,3:46:733,226683.3,3:46:683,227166.7,3:47:167,13601,13630,13631,227183.3,3:47:183
training video 65 09-01.mp4,227100.0,3:47:100,227050.0,3:47:050,227533.3,3:47:533,13623,13652,13653,227550.0,3:47:550
training video 65 09-01.mp4,227400.0,3:47:400,227350.0,3:47:350,227833.3,3:47:833,13641,13670,13671,227850.0,3:47:850
training video 65 09-01.mp4,228033.3,3:48:033,227983.3,3:47:983,228466.7,3:48:467,13679,13708,13709,228483.3,3:48:483
training video 65 09-01.mp4,228733.3,3:48:733,228683.3,3:48:683,229166.7,3:49:167,13721,13750,13751,229183.3,3:49:183
training video 65 09-01.mp4,317416.7,5:17:417,317366.7,5:17:367,317850.0,5:17:850,19042,19071,19072,317866.7,5:17:867
training video 65 09-01.mp4,349500.0,5:49:500,349450.0,5:49:450,349933.3,5:49:933,20967,20996,20997,349950.0,5:49:950
training video 65 09-01.mp4,350400.0,5:50:400,350350.0,5:50:350,350833.3,5:50:833,21021,21050,21051,350850.0,5:50:850
training video 65 09-01.mp4,351216.7,5:51:217,351166.7,5:51:167,351650.0,5:51:650,21070,21099,21100,351666.7,5:51:667
training video 65 09-01.mp4,351516.7,5:51:517,351466.7,5:51:467,351950.0,5:51:950,21088,21117,21118,351966.7,5:51:967
training video 65 09-01.mp4,352183.3,5:52:183,352133.3,5:52:133,352616.7,5:52:617,21128,21157,21158,352633.3,5:52:633
training video 65 09-01.mp4,391616.7,6:31:617,391566.7,6:31:567,392050.0,6:32:050,23494,23523,23524,392066.7,6:32:067
training video 65 09-01.mp4,392266.7,6:32:267,392216.7,6:32:217,392700.0,6:32:700,23533,23562,23563,392716.7,6:32:717
training video 65 09-01.mp4,393116.7,6:33:117,393066.7,6:33:067,393550.0,6:33:550,23584,23613,23614,393566.7,6:33:567
training video 65 09-01.mp4,393500.0,6:33:500,393450.0,6:33:450,393933.3,6:33:933,23607,23636,23637,393950.0,6:33:950
training video 65 09-01.mp4,393800.0,6:33:800,393750.0,6:33:750,394233.3,6:34:233,23625,23654,23655,394250.0,6:34:250
training video 65 09-01.mp4,394433.3,6:34:433,394383.3,6:34:383,394866.7,6:34:867,23663,23692,23693,394883.3,6:34:883
training video 65 09-01.mp4,395050.0,6:35:050,395000.0,6:35:000,395483.3,6:35:483,23700,23729,23730,395500.0,6:35:500
training video 65 09-01.mp4,404833.3,6:44:833,404783.3,6:44:783,405266.7,6:45:267,24287,24316,24317,405283.3,6:45:283
training video 66 08-52.mp4,1966.7,0:01:967,1916.7,0:01:917,2400.0,0:02:400,115,144,145,2416.7,0:02:417
training video 66 08-52.mp4,2350.0,0:02:350,2300.0,0:02:300,2783.3,0:02:783,138,167,168,2800.0,0:02:800
training video 66 08-52.mp4,2733.3,0:02:733,2683.3,0:02:683,3166.7,0:03:167,161,190,191,3183.3,0:03:183
training video 66 08-52.mp4,3033.3,0:03:033,2983.3,0:02:983,3466.7,0:03:467,179,208,209,3483.3,0:03:483
training video 66 08-52.mp4,3400.0,0:03:400,3350.0,0:03:350,3833.3,0:03:833,201,230,231,3850.0,0:03:850
training video 66 08-52.mp4,4733.3,0:04:733,4683.3,0:04:683,5166.7,0:05:167,281,310,311,5183.3,0:05:183
training video 66 08-52.mp4,5300.0,0:05:300,5250.0,0:05:250,5733.3,0:05:733,315,344,345,5750.0,0:05:750
training video 66 08-52.mp4,6250.0,0:06:250,6200.0,0:06:200,6683.3,0:06:683,372,401,402,6700.0,0:06:700
training video 66 08-52.mp4,6716.7,0:06:717,6666.7,0:06:667,7150.0,0:07:150,400,429,430,7166.7,0:07:167
training video 66 08-52.mp4,90233.3,1:30:233,90183.3,1:30:183,90666.7,1:30:667,5411,5440,5441,90683.3,1:30:683
training video 66 08-52.mp4,90716.7,1:30:717,90666.7,1:30:667,91150.0,1:31:150,5440,5469,5470,91166.7,1:31:167
training video 66 08-52.mp4,91516.7,1:31:517,91466.7,1:31:467,91950.0,1:31:950,5488,5517,5518,91966.7,1:31:967
training video 66 08-52.mp4,114916.7,1:54:917,114866.7,1:54:867,115350.0,1:55:350,6892,6921,6922,115366.7,1:55:367
training video 66 08-52.mp4,115916.7,1:55:917,115866.7,1:55:867,116350.0,1:56:350,6952,6981,6982,116366.7,1:56:367
training video 66 08-52.mp4,116300.0,1:56:300,116250.0,1:56:250,116733.3,1:56:733,6975,7004,7005,116750.0,1:56:750
training video 66 08-52.mp4,126250.0,2:06:250,126200.0,2:06:200,126683.3,2:06:683,7572,7601,7602,126700.0,2:06:700
training video 66 08-52.mp4,130383.3,2:10:383,130333.3,2:10:333,130816.7,2:10:817,7820,7849,7850,130833.3,2:10:833
training video 66 08-52.mp4,131316.7,2:11:317,131266.7,2:11:267,131750.0,2:11:750,7876,7905,7906,131766.7,2:11:767
training video 66 08-52.mp4,160916.7,2:40:917,160866.7,2:40:867,161350.0,2:41:350,9652,9681,9682,161366.7,2:41:367
training video 66 08-52.mp4,161816.7,2:41:817,161766.7,2:41:767,162250.0,2:42:250,9706,9735,9736,162266.7,2:42:267
training video 66 08-52.mp4,180700.0,3:00:700,180650.0,3:00:650,181133.3,3:01:133,10839,10868,10869,181150.0,3:01:150
training video 66 08-52.mp4,181066.7,3:01:067,181016.7,3:01:017,181500.0,3:01:500,10861,10890,10891,181516.7,3:01:517
training video 66 08-52.mp4,181450.0,3:01:450,181400.0,3:01:400,181883.3,3:01:883,10884,10913,10914,181900.0,3:01:900
training video 66 08-52.mp4,181750.0,3:01:750,181700.0,3:01:700,182183.3,3:02:183,10902,10931,10932,182200.0,3:02:200
training video 66 08-52.mp4,182133.3,3:02:133,182083.3,3:02:083,182566.7,3:02:567,10925,10954,10955,182583.3,3:02:583
training video 66 08-52.mp4,183450.0,3:03:450,183400.0,3:03:400,183883.3,3:03:883,11004,11033,11034,183900.0,3:03:900
training video 66 08-52.mp4,184033.3,3:04:033,183983.3,3:03:983,184466.7,3:04:467,11039,11068,11069,184483.3,3:04:483
training video 66 08-52.mp4,184966.7,3:04:967,184916.7,3:04:917,185400.0,3:05:400,11095,11124,11125,185416.7,3:05:417
training video 66 08-52.mp4,185433.3,3:05:433,185383.3,3:05:383,185866.7,3:05:867,11123,11152,11153,185883.3,3:05:883
training video 66 08-52.mp4,186266.7,3:06:267,186216.7,3:06:217,186700.0,3:06:700,11173,11202,11203,186716.7,3:06:717
training video 66 08-52.mp4,214666.7,3:34:667,214616.7,3:34:617,215100.0,3:35:100,12877,12906,12907,215116.7,3:35:117
training video 66 08-52.mp4,217366.7,3:37:367,217316.7,3:37:317,217800.0,3:37:800,13039,13068,13069,217816.7,3:37:817
training video 66 08-52.mp4,218450.0,3:38:450,218400.0,3:38:400,218883.3,3:38:883,13104,13133,13134,218900.0,3:38:900
training video 66 08-52.mp4,218800.0,3:38:800,218750.0,3:38:750,219233.3,3:39:233,13125,13154,13155,219250.0,3:39:250
training video 66 08-52.mp4,219316.7,3:39:317,219266.7,3:39:267,219750.0,3:39:750,13156,13185,13186,219766.7,3:39:767
training video 66 08-52.mp4,232883.3,3:52:883,232833.3,3:52:833,233316.7,3:53:317,13970,13999,14000,233333.3,3:53:333
training video 66 08-52.mp4,234016.7,3:54:017,233966.7,3:53:967,234450.0,3:54:450,14038,14067,14068,234466.7,3:54:467
training video 66 08-52.mp4,234783.3,3:54:783,234733.3,3:54:733,235216.7,3:55:217,14084,14113,14114,235233.3,3:55:233
training video 66 08-52.mp4,280250.0,4:40:250,280200.0,4:40:200,280683.3,4:40:683,16812,16841,16842,280700.0,4:40:700
training video 66 08-52.mp4,283133.3,4:43:133,283083.3,4:43:083,283566.7,4:43:567,16985,17014,17015,283583.3,4:43:583
training video 66 08-52.mp4,292600.0,4:52:600,292550.0,4:52:550,293033.3,4:53:033,17553,17582,17583,293050.0,4:53:050
training video 66 08-52.mp4,293516.7,4:53:517,293466.7,4:53:467,293950.0,4:53:950,17608,17637,17638,293966.7,4:53:967
training video 66 08-52.mp4,293833.3,4:53:833,293783.3,4:53:783,294266.7,4:54:267,17627,17656,17657,294283.3,4:54:283
training video 66 08-52.mp4,294316.7,4:54:317,294266.7,4:54:267,294750.0,4:54:750,17656,17685,17686,294766.7,4:54:767
training video 66 08-52.mp4,314316.7,5:14:317,314266.7,5:14:267,314750.0,5:14:750,18856,18885,18886,314766.7,5:14:767
training video 66 08-52.mp4,314700.0,5:14:700,314650.0,5:14:650,315133.3,5:15:133,18879,18908,18909,315150.0,5:15:150
training video 66 08-52.mp4,315583.3,5:15:583,315533.3,5:15:533,316016.7,5:16:017,18932,18961,18962,316033.3,5:16:033
training video 66 08-52.mp4,317366.7,5:17:367,317316.7,5:17:317,317800.0,5:17:800,19039,19068,19069,317816.7,5:17:817
training video 66 08-52.mp4,318033.3,5:18:033,317983.3,5:17:983,318466.7,5:18:467,19079,19108,19109,318483.3,5:18:483
training video 66 08-52.mp4,363400.0,6:03:400,363350.0,6:03:350,363833.3,6:03:833,21801,21830,21831,363850.0,6:03:850
training video 66 08-52.mp4,365366.7,6:05:367,365316.7,6:05:317,365800.0,6:05:800,21919,21948,21949,365816.7,6:05:817
training video 66 08-52.mp4,372916.7,6:12:917,372866.7,6:12:867,373350.0,6:13:350,22372,22401,22402,373366.7,6:13:367
training video 66 08-52.mp4,373833.3,6:13:833,373783.3,6:13:783,374266.7,6:14:267,22427,22456,22457,374283.3,6:14:283
training video 66 08-52.mp4,374750.0,6:14:750,374700.0,6:14:700,375183.3,6:15:183,22482,22511,22512,375200.0,6:15:200
training video 66 08-52.mp4,402416.7,6:42:417,402366.7,6:42:367,402850.0,6:42:850,24142,24171,24172,402866.7,6:42:867
training video 66 08-52.mp4,404016.7,6:44:017,403966.7,6:43:967,404450.0,6:44:450,24238,24267,24268,404466.7,6:44:467
training video 66 08-52.mp4,405550.0,6:45:550,405500.0,6:45:500,405983.3,6:45:983,24330,24359,24360,406000.0,6:46:000
training video 66 08-52.mp4,422250.0,7:02:250,422200.0,7:02:200,422683.3,7:02:683,25332,25361,25362,422700.0,7:02:700
training video 66 08-52.mp4,422700.0,7:02:700,422650.0,7:02:650,423133.3,7:03:133,25359,25388,25389,423150.0,7:03:150
training video 66 08-52.mp4,423416.7,7:03:417,423366.7,7:03:367,423850.0,7:03:850,25402,25431,25432,423866.7,7:03:867
training video 66 08-52.mp4,479866.7,7:59:867,479816.7,7:59:817,480300.0,8:00:300,28789,28818,28819,480316.7,8:00:317
training video 66 08-52.mp4,480600.0,8:00:600,480550.0,8:00:550,481033.3,8:01:033,28833,28862,28863,481050.0,8:01:050
training video 66 08-52.mp4,482216.7,8:02:217,482166.7,8:02:167,482650.0,8:02:650,28930,28959,28960,482666.7,8:02:667
training video 66 08-52.mp4,482716.7,8:02:717,482666.7,8:02:667,483150.0,8:03:150,28960,28989,28990,483166.7,8:03:167
training video 66 08-52.mp4,483016.7,8:03:017,482966.7,8:02:967,483450.0,8:03:450,28978,29007,29008,483466.7,8:03:467
training video 66 08-52.mp4,511550.0,8:31:550,511500.0,8:31:500,511983.3,8:31:983,30690,30719,30720,512000.0,8:32:000
training video 66 08-52.mp4,514983.3,8:34:983,514933.3,8:34:933,515416.7,8:35:417,30896,30925,30926,515433.3,8:35:433
training video 66 08-52.mp4,515283.3,8:35:283,515233.3,8:35:233,515716.7,8:35:717,30914,30943,30944,515733.3,8:35:733
training video 67 12-43.mp4,1166.7,0:01:167,1116.7,0:01:117,1600.0,0:01:600,67,96,97,1616.7,0:01:617
training video 67 12-43.mp4,2000.0,0:02:000,1950.0,0:01:950,2433.3,0:02:433,117,146,147,2450.0,0:02:450
training video 67 12-43.mp4,2433.3,0:02:433,2383.3,0:02:383,2866.7,0:02:867,143,172,173,2883.3,0:02:883
training video 67 12-43.mp4,8000.0,0:08:000,7950.0,0:07:950,8433.3,0:08:433,477,506,507,8450.0,0:08:450
training video 67 12-43.mp4,9750.0,0:09:750,9700.0,0:09:700,10183.3,0:10:183,582,611,612,10200.0,0:10:200
training video 67 12-43.mp4,10500.0,0:10:500,10450.0,0:10:450,10933.3,0:10:933,627,656,657,10950.0,0:10:950
training video 67 12-43.mp4,12000.0,0:12:000,11950.0,0:11:950,12433.3,0:12:433,717,746,747,12450.0,0:12:450
training video 67 12-43.mp4,13400.0,0:13:400,13350.0,0:13:350,13833.3,0:13:833,801,830,831,13850.0,0:13:850
training video 67 12-43.mp4,14366.7,0:14:367,14316.7,0:14:317,14800.0,0:14:800,859,888,889,14816.7,0:14:817
training video 67 12-43.mp4,68483.3,1:08:483,68433.3,1:08:433,68916.7,1:08:917,4106,4135,4136,68933.3,1:08:933
training video 67 12-43.mp4,69316.7,1:09:317,69266.7,1:09:267,69750.0,1:09:750,4156,4185,4186,69766.7,1:09:767
training video 67 12-43.mp4,69750.0,1:09:750,69700.0,1:09:700,70183.3,1:10:183,4182,4211,4212,70200.0,1:10:200
training video 67 12-43.mp4,109233.3,1:49:233,109183.3,1:49:183,109666.7,1:49:667,6551,6580,6581,109683.3,1:49:683
training video 67 12-43.mp4,129300.0,2:09:300,129250.0,2:09:250,129733.3,2:09:733,7755,7784,7785,129750.0,2:09:750
training video 67 12-43.mp4,131166.7,2:11:167,131116.7,2:11:117,131600.0,2:11:600,7867,7896,7897,131616.7,2:11:617
training video 67 12-43.mp4,132133.3,2:12:133,132083.3,2:12:083,132566.7,2:12:567,7925,7954,7955,132583.3,2:12:583
training video 67 12-43.mp4,132850.0,2:12:850,132800.0,2:12:800,133283.3,2:13:283,7968,7997,7998,133300.0,2:13:300
training video 67 12-43.mp4,145683.3,2:25:683,145633.3,2:25:633,146116.7,2:26:117,8738,8767,8768,146133.3,2:26:133
training video 67 12-43.mp4,162233.3,2:42:233,162183.3,2:42:183,162666.7,2:42:667,9731,9760,9761,162683.3,2:42:683
training video 67 12-43.mp4,163150.0,2:43:150,163100.0,2:43:100,163583.3,2:43:583,9786,9815,9816,163600.0,2:43:600
training video 67 12-43.mp4,164816.7,2:44:817,164766.7,2:44:767,165250.0,2:45:250,9886,9915,9916,165266.7,2:45:267
training video 67 12-43.mp4,186416.7,3:06:417,186366.7,3:06:367,186850.0,3:06:850,11182,11211,11212,186866.7,3:06:867
training video 67 12-43.mp4,187850.0,3:07:850,187800.0,3:07:800,188283.3,3:08:283,11268,11297,11298,188300.0,3:08:300
training video 67 12-43.mp4,189916.7,3:09:917,189866.7,3:09:867,190350.0,3:10:350,11392,11421,11422,190366.7,3:10:367
training video 67 12-43.mp4,219483.3,3:39:483,219433.3,3:39:433,219916.7,3:39:917,13166,13195,13196,219933.3,3:39:933
training video 67 12-43.mp4,221600.0,3:41:600,221550.0,3:41:550,222033.3,3:42:033,13293,13322,13323,222050.0,3:42:050
training video 67 12-43.mp4,223533.3,3:43:533,223483.3,3:43:483,223966.7,3:43:967,13409,13438,13439,223983.3,3:43:983
training video 67 12-43.mp4,236700.0,3:56:700,236650.0,3:56:650,237133.3,3:57:133,14199,14228,14229,237150.0,3:57:150
training video 67 12-43.mp4,239516.7,3:59:517,239466.7,3:59:467,239950.0,3:59:950,14368,14397,14398,239966.7,3:59:967
training video 67 12-43.mp4,251800.0,4:11:800,251750.0,4:11:750,252233.3,4:12:233,15105,15134,15135,252250.0,4:12:250
training video 67 12-43.mp4,252650.0,4:12:650,252600.0,4:12:600,253083.3,4:13:083,15156,15185,15186,253100.0,4:13:100
training video 67 12-43.mp4,256316.7,4:16:317,256266.7,4:16:267,256750.0,4:16:750,15376,15405,15406,256766.7,4:16:767
training video 67 12-43.mp4,262250.0,4:22:250,262200.0,4:22:200,262683.3,4:22:683,15732,15761,15762,262700.0,4:22:700
training video 67 12-43.mp4,266050.0,4:26:050,266000.0,4:26:000,266483.3,4:26:483,15960,15989,15990,266500.0,4:26:500
training video 67 12-43.mp4,285066.7,4:45:067,285016.7,4:45:017,285500.0,4:45:500,17101,17130,17131,285516.7,4:45:517
training video 67 12-43.mp4,287700.0,4:47:700,287650.0,4:47:650,288133.3,4:48:133,17259,17288,17289,288150.0,4:48:150
training video 67 12-43.mp4,319150.0,5:19:150,319100.0,5:19:100,319583.3,5:19:583,19146,19175,19176,319600.0,5:19:600
training video 67 12-43.mp4,322750.0,5:22:750,322700.0,5:22:700,323183.3,5:23:183,19362,19391,19392,323200.0,5:23:200
training video 67 12-43.mp4,329650.0,5:29:650,329600.0,5:29:600,330083.3,5:30:083,19776,19805,19806,330100.0,5:30:100
training video 67 12-43.mp4,345616.7,5:45:617,345566.7,5:45:567,346050.0,5:46:050,20734,20763,20764,346066.7,5:46:067
training video 67 12-43.mp4,352616.7,5:52:617,352566.7,5:52:567,353050.0,5:53:050,21154,21183,21184,353066.7,5:53:067
training video 67 12-43.mp4,361000.0,6:01:000,360950.0,6:00:950,361433.3,6:01:433,21657,21686,21687,361450.0,6:01:450
training video 67 12-43.mp4,362316.7,6:02:317,362266.7,6:02:267,362750.0,6:02:750,21736,21765,21766,362766.7,6:02:767
training video 67 12-43.mp4,377683.3,6:17:683,377633.3,6:17:633,378116.7,6:18:117,22658,22687,22688,378133.3,6:18:133
training video 67 12-43.mp4,378833.3,6:18:833,378783.3,6:18:783,379266.7,6:19:267,22727,22756,22757,379283.3,6:19:283
training video 67 12-43.mp4,380000.0,6:20:000,379950.0,6:19:950,380433.3,6:20:433,22797,22826,22827,380450.0,6:20:450
training video 67 12-43.mp4,382183.3,6:22:183,382133.3,6:22:133,382616.7,6:22:617,22928,22957,22958,382633.3,6:22:633
training video 67 12-43.mp4,396416.7,6:36:417,396366.7,6:36:367,396850.0,6:36:850,23782,23811,23812,396866.7,6:36:867
training video 67 12-43.mp4,404250.0,6:44:250,404200.0,6:44:200,404683.3,6:44:683,24252,24281,24282,404700.0,6:44:700
training video 67 12-43.mp4,407233.3,6:47:233,407183.3,6:47:183,407666.7,6:47:667,24431,24460,24461,407683.3,6:47:683
training video 67 12-43.mp4,425850.0,7:05:850,425800.0,7:05:800,426283.3,7:06:283,25548,25577,25578,426300.0,7:06:300
training video 67 12-43.mp4,427716.7,7:07:717,427666.7,7:07:667,428150.0,7:08:150,25660,25689,25690,428166.7,7:08:167
training video 67 12-43.mp4,440066.7,7:20:067,440016.7,7:20:017,440500.0,7:20:500,26401,26430,26431,440516.7,7:20:517
training video 67 12-43.mp4,441283.3,7:21:283,441233.3,7:21:233,441716.7,7:21:717,26474,26503,26504,441733.3,7:21:733
training video 67 12-43.mp4,441716.7,7:21:717,441666.7,7:21:667,442150.0,7:22:150,26500,26529,26530,442166.7,7:22:167
training video 67 12-43.mp4,443316.7,7:23:317,443266.7,7:23:267,443750.0,7:23:750,26596,26625,26626,443766.7,7:23:767
training video 67 12-43.mp4,445833.3,7:25:833,445783.3,7:25:783,446266.7,7:26:267,26747,26776,26777,446283.3,7:26:283
training video 67 12-43.mp4,479100.0,7:59:100,479050.0,7:59:050,479533.3,7:59:533,28743,28772,28773,479550.0,7:59:550
training video 67 12-43.mp4,483366.7,8:03:367,483316.7,8:03:317,483800.0,8:03:800,28999,29028,29029,483816.7,8:03:817
training video 67 12-43.mp4,484500.0,8:04:500,484450.0,8:04:450,484933.3,8:04:933,29067,29096,29097,484950.0,8:04:950
training video 67 12-43.mp4,498900.0,8:18:900,498850.0,8:18:850,499333.3,8:19:333,29931,29960,29961,499350.0,8:19:350
training video 67 12-43.mp4,502016.7,8:22:017,501966.7,8:21:967,502450.0,8:22:450,30118,30147,30148,502466.7,8:22:467
training video 67 12-43.mp4,505850.0,8:25:850,505800.0,8:25:800,506283.3,8:26:283,30348,30377,30378,506300.0,8:26:300
training video 67 12-43.mp4,507350.0,8:27:350,507300.0,8:27:300,507783.3,8:27:783,30438,30467,30468,507800.0,8:27:800
training video 67 12-43.mp4,519500.0,8:39:500,519450.0,8:39:450,519933.3,8:39:933,31167,31196,31197,519950.0,8:39:950
training video 67 12-43.mp4,520800.0,8:40:800,520750.0,8:40:750,521233.3,8:41:233,31245,31274,31275,521250.0,8:41:250
training video 67 12-43.mp4,523483.3,8:43:483,523433.3,8:43:433,523916.7,8:43:917,31406,31435,31436,523933.3,8:43:933
training video 67 12-43.mp4,566716.7,9:26:717,566666.7,9:26:667,567150.0,9:27:150,34000,34029,34030,567166.7,9:27:167
training video 67 12-43.mp4,569166.7,9:29:167,569116.7,9:29:117,569600.0,9:29:600,34147,34176,34177,569616.7,9:29:617
training video 67 12-43.mp4,574433.3,9:34:433,574383.3,9:34:383,574866.7,9:34:867,34463,34492,34493,574883.3,9:34:883
training video 67 12-43.mp4,579950.0,9:39:950,579900.0,9:39:900,580383.3,9:40:383,34794,34823,34824,580400.0,9:40:400
training video 67 12-43.mp4,581666.7,9:41:667,581616.7,9:41:617,582100.0,9:42:100,34897,34926,34927,582116.7,9:42:117
training video 67 12-43.mp4,582050.0,9:42:050,582000.0,9:42:000,582483.3,9:42:483,34920,34949,34950,582500.0,9:42:500
training video 67 12-43.mp4,584683.3,9:44:683,584633.3,9:44:633,585116.7,9:45:117,35078,35107,35108,585133.3,9:45:133
training video 67 12-43.mp4,585500.0,9:45:500,585450.0,9:45:450,585933.3,9:45:933,35127,35156,35157,585950.0,9:45:950
training video 67 12-43.mp4,615733.3,10:15:733,615683.3,10:15:683,616166.7,10:16:167,36941,36970,36971,616183.3,10:16:183
training video 67 12-43.mp4,616683.3,10:16:683,616633.3,10:16:633,617116.7,10:17:117,36998,37027,37028,617133.3,10:17:133
training video 67 12-43.mp4,618500.0,10:18:500,618450.0,10:18:450,618933.3,10:18:933,37107,37136,37137,618950.0,10:18:950
training video 67 12-43.mp4,619250.0,10:19:250,619200.0,10:19:200,619683.3,10:19:683,37152,37181,37182,619700.0,10:19:700
training video 67 12-43.mp4,620716.7,10:20:717,620666.7,10:20:667,621150.0,10:21:150,37240,37269,37270,621166.7,10:21:167
training video 67 12-43.mp4,622200.0,10:22:200,622150.0,10:22:150,622633.3,10:22:633,37329,37358,37359,622650.0,10:22:650
training video 67 12-43.mp4,622600.0,10:22:600,622550.0,10:22:550,623033.3,10:23:033,37353,37382,37383,623050.0,10:23:050
training video 67 12-43.mp4,638883.3,10:38:883,638833.3,10:38:833,639316.7,10:39:317,38330,38359,38360,639333.3,10:39:333
training video 67 12-43.mp4,649183.3,10:49:183,649133.3,10:49:133,649616.7,10:49:617,38948,38977,38978,649633.3,10:49:633
training video 67 12-43.mp4,651750.0,10:51:750,651700.0,10:51:700,652183.3,10:52:183,39102,39131,39132,652200.0,10:52:200
training video 67 12-43.mp4,655283.3,10:55:283,655233.3,10:55:233,655716.7,10:55:717,39314,39343,39344,655733.3,10:55:733
training video 67 12-43.mp4,658700.0,10:58:700,658650.0,10:58:650,659133.3,10:59:133,39519,39548,39549,659150.0,10:59:150
training video 67 12-43.mp4,659450.0,10:59:450,659400.0,10:59:400,659883.3,10:59:883,39564,39593,39594,659900.0,10:59:900
training video 67 12-43.mp4,660950.0,11:00:950,660900.0,11:00:900,661383.3,11:01:383,39654,39683,39684,661400.0,11:01:400
training video 67 12-43.mp4,662350.0,11:02:350,662300.0,11:02:300,662783.3,11:02:783,39738,39767,39768,662800.0,11:02:800
training video 67 12-43.mp4,663316.7,11:03:317,663266.7,11:03:267,663750.0,11:03:750,39796,39825,39826,663766.7,11:03:767
training video 67 12-43.mp4,703416.7,11:43:417,703366.7,11:43:367,703850.0,11:43:850,42202,42231,42232,703866.7,11:43:867
training video 67 12-43.mp4,718233.3,11:58:233,718183.3,11:58:183,718666.7,11:58:667,43091,43120,43121,718683.3,11:58:683
training video 67 12-43.mp4,718833.3,11:58:833,718783.3,11:58:783,719266.7,11:59:267,43127,43156,43157,719283.3,11:59:283
training video 67 12-43.mp4,720483.3,12:00:483,720433.3,12:00:433,720916.7,12:00:917,43226,43255,43256,720933.3,12:00:933
training video 68 11-31.mp4,2816.7,0:02:817,2766.7,0:02:767,3250.0,0:03:250,166,195,196,3266.7,0:03:267
training video 68 11-31.mp4,3466.7,0:03:467,3416.7,0:03:417,3900.0,0:03:900,205,234,235,3916.7,0:03:917
training video 68 11-31.mp4,5216.7,0:05:217,5166.7,0:05:167,5650.0,0:05:650,310,339,340,5666.7,0:05:667
training video 68 11-31.mp4,5633.3,0:05:633,5583.3,0:05:583,6066.7,0:06:067,335,364,365,6083.3,0:06:083
training video 68 11-31.mp4,7550.0,0:07:550,7500.0,0:07:500,7983.3,0:07:983,450,479,480,8000.0,0:08:000
training video 68 11-31.mp4,9633.3,0:09:633,9583.3,0:09:583,10066.7,0:10:067,575,604,605,10083.3,0:10:083
training video 68 11-31.mp4,10750.0,0:10:750,10700.0,0:10:700,11183.3,0:11:183,642,671,672,11200.0,0:11:200
training video 68 11-31.mp4,12083.3,0:12:083,12033.3,0:12:033,12516.7,0:12:517,722,751,752,12533.3,0:12:533
training video 68 11-31.mp4,16583.3,0:16:583,16533.3,0:16:533,17016.7,0:17:017,992,1021,1022,17033.3,0:17:033
training video 68 11-31.mp4,20233.3,0:20:233,20183.3,0:20:183,20666.7,0:20:667,1211,1240,1241,20683.3,0:20:683
training video 68 11-31.mp4,21566.7,0:21:567,21516.7,0:21:517,22000.0,0:22:000,1291,1320,1321,22016.7,0:22:017
training video 68 11-31.mp4,21950.0,0:21:950,21900.0,0:21:900,22383.3,0:22:383,1314,1343,1344,22400.0,0:22:400
training video 68 11-31.mp4,22383.3,0:22:383,22333.3,0:22:333,22816.7,0:22:817,1340,1369,1370,22833.3,0:22:833
training video 68 11-31.mp4,38883.3,0:38:883,38833.3,0:38:833,39316.7,0:39:317,2330,2359,2360,39333.3,0:39:333
training video 68 11-31.mp4,40183.3,0:40:183,40133.3,0:40:133,40616.7,0:40:617,2408,2437,2438,40633.3,0:40:633
training video 68 11-31.mp4,42150.0,0:42:150,42100.0,0:42:100,42583.3,0:42:583,2526,2555,2556,42600.0,0:42:600
training video 68 11-31.mp4,43900.0,0:43:900,43850.0,0:43:850,44333.3,0:44:333,2631,2660,2661,44350.0,0:44:350
training video 68 11-31.mp4,48500.0,0:48:500,48450.0,0:48:450,48933.3,0:48:933,2907,2936,2937,48950.0,0:48:950
training video 68 11-31.mp4,49450.0,0:49:450,49400.0,0:49:400,49883.3,0:49:883,2964,2993,2994,49900.0,0:49:900
training video 68 11-31.mp4,52033.3,0:52:033,51983.3,0:51:983,52466.7,0:52:467,3119,3148,3149,52483.3,0:52:483
training video 68 11-31.mp4,53233.3,0:53:233,53183.3,0:53:183,53666.7,0:53:667,3191,3220,3221,53683.3,0:53:683
training video 68 11-31.mp4,60683.3,1:00:683,60633.3,1:00:633,61116.7,1:01:117,3638,3667,3668,61133.3,1:01:133
training video 68 11-31.mp4,62283.3,1:02:283,62233.3,1:02:233,62716.7,1:02:717,3734,3763,3764,62733.3,1:02:733
